,source_tri_points,target_tri_points
458,"[[357.40451613, 98.67677419], [231.13870968, 65.06645161], [124.85741935, 289.43806452], [334.69483871, 218.58387097]]","[[313.4716129, 97.7683871], [182.66387097, 105.94387097], [174.4883871, 364.83419355], [335.27290323, 223.12580645]]"
459,"[[301.08451613, 90.31032258], [190.26129032, 84.86], [152.10903226, 287.43032258], [304.71806452, 189.32451613]]","[[342.54, 136.63806452], [238.98387097, 83.04322581], [126.34387097, 260.17870968], [304.38774194, 227.47677419]]"
460,"[[355.68709677, 174.93387097], [235.26193548, 96.91193548], [68.19322581, 314.01645161], [303.95516129, 291.96677419]]","[[350.29032258, 174.93387097], [217.99225806, 110.48096774], [72.12516129, 334.37], [302.79870968, 295.35903226]]"
461,"[[320.16064516, 117.56967742], [218.42129032, 91.22645161], [139.3916129, 281.07935484], [307.44322581, 216.58387097]]","[[339.81483871, 144.82129032], [238.07548387, 93.04322581], [127.25225806, 270.17870968], [304.38774194, 239.29354839]]"
462,"[[355.58774194, 108.40193548], [229.32193548, 72.06645161], [124.85741935, 298.25483871], [334.69483871, 225.58387097]]","[[358.89096774, 139.28709677], [237.16709677, 77.51677419], [97.27548387, 290.98774194], [315.2883871, 253.74387097]]"
463,"[[313.80193548, 95.9516129], [185.71935484, 110.48580645], [159.37612903, 358.47548387], [336.5116129, 223.12580645]]","[[340.72322581, 96.86], [209.91548387, 58.70774194], [106.35935484, 289.43806452], [317.10516129, 217.67548387]]"
464,"[[360.12967742, 139.28709677], [236.58903226, 78.42516129], [98.51419355, 289.17096774], [317.43548387, 255.56064516]]","[[343.4483871, 105.67677419], [212.64064516, 67.52451613], [104.54258065, 294.62129032], [316.19677419, 226.49225806]]"
465,"[[301.99290323, 91.21870968], [192.07806452, 85.7683871], [148.47548387, 287.43032258], [303.80967742, 191.14129032]]","[[332.54774194, 107.56967742], [217.18258065, 74.86774194], [142.69483871, 271.98774194], [304.38774194, 204.76709677]]"
466,"[[369.21354839, 165.78709677], [253.8483871, 94.02451613], [94.88064516, 297.50322581], [319.25225806, 275.70193548]]","[[338.90645161, 129.4516129], [209.91548387, 92.20774194], [101.81741935, 317.48774194], [317.10516129, 252.99225806]]"
467,"[[321.97741935, 117.56967742], [213.87935484, 90.31806452], [140.3, 284.71290323], [306.53483871, 216.58387097]]","[[327.09741935, 116.66129032], [217.18258065, 84.86774194], [138.15290323, 278.35419355], [304.38774194, 213.85870968]]"
468,"[[357.40451613, 98.67677419], [231.13870968, 63.24967742], [123.04064516, 291.25483871], [335.60322581, 218.58387097]]","[[337.99806452, 95.9516129], [212.64064516, 59.61612903], [102.72580645, 285.80451613], [316.19677419, 219.49225806]]"
469,"[[352.86258065, 138.13806452], [253.8483871, 77.27612903], [123.04064516, 245.32774194], [306.53483871, 224.43483871]]","[[300.75419355, 93.62709677], [197.19806452, 88.17677419], [149.05354839, 287.11354839], [305.29612903, 192.64129032]]"
470,"[[321.97741935, 118.47806452], [214.78774194, 90.31806452], [136.66645161, 279.26258065], [305.62645161, 212.95032258]]","[[303.47935484, 100.31032258], [193.56451613, 95.7683871], [148.14516129, 295.61354839], [307.11290323, 200.23290323]]"
471,"[[338.3283871, 108.47806452], [232.95548387, 77.59290323], [146.65870968, 262.90387097], [321.06903226, 204.76709677]]","[[302.57096774, 89.40193548], [189.93096774, 83.9516129], [153.59548387, 287.43032258], [306.20451613, 192.04967742]]"
472,"[[317.43548387, 117.56967742], [217.51290323, 91.22645161], [140.3, 281.98774194], [306.53483871, 216.58387097]]","[[346.17354839, 143.91290323], [253.51806452, 87.59290323], [134.51935484, 265.63677419], [306.20451613, 234.7516129]]"
473,"[[356.49612903, 133.99354839], [231.13870968, 96.74967742], [124.85741935, 326.5716129], [335.60322581, 252.08387097]]","[[367.06645161, 167.60387097], [255.33483871, 95.84129032], [97.27548387, 302.95354839], [318.92193548, 272.0683871]]"
474,"[[315.61870968, 96.86], [183.90258065, 107.76064516], [164.82645161, 359.38387097], [335.60322581, 218.58387097]]","[[335.27290323, 92.31806452], [199.92322581, 69.6083871], [126.34387097, 314.87290323], [325.28064516, 214.04193548]]"
475,"[[359.22129032, 138.37870968], [236.58903226, 78.42516129], [98.51419355, 289.17096774], [317.43548387, 253.74387097]]","[[334.36451613, 99.31806452], [201.74, 80.24193548], [124.52709677, 319.14774194], [325.28064516, 212.86645161]]"
476,"[[301.99290323, 91.21870968], [198.43677419, 86.67677419], [147.56709677, 285.61354839], [305.62645161, 191.14129032]]","[[316.19677419, 99.39419355], [211.73225806, 86.67677419], [150.87032258, 282.8883871], [313.4716129, 199.31677419]]"
477,"[[361.03806452, 156.70322581], [254.75677419, 93.11612903], [93.97225806, 295.68645161], [317.43548387, 275.70193548]]","[[330.73096774, 123.09290323], [201.74, 104.92516129], [128.16064516, 349.28129032], [326.18903226, 245.72516129]]"
478,"[[321.06903226, 114.84451613], [214.78774194, 90.31806452], [133.94129032, 277.44580645], [307.44322581, 216.58387097]]","[[318.01354839, 113.02774194], [212.64064516, 95.7683871], [150.87032258, 294.70516129], [312.56322581, 210.22516129]]"
479,"[[356.49612903, 94.99354839], [226.59677419, 58.65806452], [123.04064516, 281.21290323], [333.78645161, 213.08387097]]","[[331.63935484, 85.90967742], [202.6483871, 68.65032258], [125.43548387, 307.55612903], [325.28064516, 207.63354839]]"
480,"[[338.3283871, 119.38645161], [236.58903226, 87.59290323], [145.75032258, 274.72064516], [319.25225806, 212.95032258]]","[[321.64709677, 115.75290323], [215.36580645, 91.22645161], [137.24451613, 280.17096774], [306.20451613, 213.85870968]]"
