,source_tri_points,target_tri_points
460,"[[185.71935484, 85.26], [127.58258065, 50.74129032], [54.45741935, 47.56193548], [46.28193548, 162.47290323]]","[[185.55419355, 82.53483871], [115.15419355, 49.37870968], [39.75806452, 55.28322581], [38.84967742, 169.28580645]]"
461,"[[163.00967742, 83.44322581], [107.59806452, 68.90903226], [52.18645161, 81.62645161], [71.71677419, 166.56064516]]","[[185.55419355, 82.53483871], [115.15419355, 49.37870968], [39.75806452, 55.28322581], [38.84967742, 169.28580645]]"
462,"[[178.45225806, 73.45096774], [114.86516129, 55.73741935], [46.28193548, 69.36322581], [60.81612903, 167.92322581]]","[[185.55419355, 82.53483871], [115.15419355, 49.37870968], [39.75806452, 55.28322581], [38.84967742, 169.28580645]]"
463,"[[158.01354839, 72.99677419], [90.33870968, 77.53870968], [30.83935484, 114.3283871], [78.98387097, 201.98774194]]","[[168.74903226, 70.72580645], [106.07032258, 52.10387097], [31.58258065, 74.35935484], [57.01741935, 171.10258065]]"
464,"[[186.17354839, 83.89741935], [92.60967742, 41.20322581], [39.01483871, 55.73741935], [39.01483871, 167.01483871]]","[[168.74903226, 70.72580645], [106.07032258, 52.10387097], [31.58258065, 74.35935484], [57.01741935, 171.10258065]]"
465,"[[151.65483871, 72.99677419], [97.1516129, 70.72580645], [44.01096774, 95.25225806], [78.07548387, 174.28193548]]","[[168.74903226, 70.72580645], [106.07032258, 52.10387097], [31.58258065, 74.35935484], [57.01741935, 171.10258065]]"
466,"[[181.6316129, 84.80580645], [126.67419355, 49.37870968], [51.73225806, 48.01612903], [49.00709677, 163.83548387]]","[[168.74903226, 70.72580645], [106.07032258, 52.10387097], [31.58258065, 74.35935484], [57.01741935, 171.10258065]]"
467,"[[161.64709677, 82.53483871], [108.96064516, 69.36322581], [52.18645161, 83.89741935], [68.08322581, 164.28967742]]","[[168.74903226, 70.72580645], [106.07032258, 52.10387097], [31.58258065, 74.35935484], [57.01741935, 171.10258065]]"
468,"[[177.99806452, 72.99677419], [114.41096774, 54.37483871], [45.37354839, 70.2716129], [61.72451613, 167.92322581]]","[[168.74903226, 70.72580645], [106.07032258, 52.10387097], [31.58258065, 74.35935484], [57.01741935, 171.10258065]]"
469,"[[182.08580645, 82.98903226], [127.1283871, 49.37870968], [61.27032258, 42.56580645], [47.19032258, 162.47290323]]","[[151.94387097, 73.90516129], [96.53225806, 70.72580645], [42.93741935, 95.70645161], [74.27677419, 172.01096774]]"
470,"[[155.74258065, 80.26387097], [108.96064516, 68.90903226], [53.54903226, 82.53483871], [67.17483871, 162.47290323]]","[[151.94387097, 73.90516129], [96.53225806, 70.72580645], [42.93741935, 95.70645161], [74.27677419, 172.01096774]]"
471,"[[178.45225806, 73.45096774], [116.68193548, 54.82903226], [46.28193548, 69.36322581], [62.17870968, 169.28580645]]","[[151.94387097, 73.90516129], [96.53225806, 70.72580645], [42.93741935, 95.70645161], [74.27677419, 172.01096774]]"
472,"[[158.46774194, 81.17225806], [107.14387097, 69.36322581], [52.18645161, 83.89741935], [71.71677419, 168.8316129]]","[[182.82903226, 84.3516129], [124.69225806, 47.56193548], [52.92967742, 47.56193548], [47.02516129, 162.47290323]]"
473,"[[177.54387097, 72.54258065], [113.95677419, 53.92064516], [46.28193548, 68.45483871], [63.54129032, 171.10258065]]","[[182.82903226, 84.3516129], [124.69225806, 47.56193548], [52.92967742, 47.56193548], [47.02516129, 162.47290323]]"
474,"[[157.10516129, 72.99677419], [87.15935484, 77.08451613], [31.74774194, 113.42], [87.15935484, 204.25870968]]","[[165.56967742, 68.00064516], [97.44064516, 58.0083871], [33.39935484, 82.98903226], [63.83032258, 180.18645161]]"
475,"[[186.62774194, 82.98903226], [116.22774194, 48.92451613], [41.28580645, 54.82903226], [39.46903226, 169.74]]","[[165.56967742, 68.00064516], [97.44064516, 58.0083871], [33.39935484, 82.98903226], [63.83032258, 180.18645161]]"
476,"[[149.83806452, 73.90516129], [95.78903226, 71.63419355], [44.91935484, 94.79806452], [74.89612903, 172.46516129]]","[[165.56967742, 68.00064516], [97.44064516, 58.0083871], [33.39935484, 82.98903226], [63.83032258, 180.18645161]]"
477,"[[181.17741935, 82.53483871], [128.94516129, 50.28709677], [52.18645161, 48.01612903], [46.28193548, 161.56451613]]","[[165.56967742, 68.00064516], [97.44064516, 58.0083871], [33.39935484, 82.98903226], [63.83032258, 180.18645161]]"
478,"[[160.28451613, 82.08064516], [107.14387097, 69.81741935], [54.45741935, 81.62645161], [68.53741935, 164.28967742]]","[[165.56967742, 68.00064516], [97.44064516, 58.0083871], [33.39935484, 82.98903226], [63.83032258, 180.18645161]]"
479,"[[178.90645161, 72.99677419], [116.68193548, 55.28322581], [47.19032258, 69.81741935], [64.44967742, 170.19419355]]","[[165.56967742, 68.00064516], [97.44064516, 58.0083871], [33.39935484, 82.98903226], [63.83032258, 180.18645161]]"
480,"[[178.90645161, 72.99677419], [116.68193548, 55.28322581], [47.19032258, 69.81741935], [64.44967742, 170.19419355]]","[[161.02774194, 81.62645161], [107.43290323, 69.81741935], [52.92967742, 83.44322581], [72.91419355, 167.46903226]]"
